,longName,industry,sector,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,priceHint,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,timeZoneFullName,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
GLAC,Global Lights Acquisition Corp,Shell Companies,Financial Services,,,,,,,2,,,,,,,38.607143,,811,811,31056,2100,97019752,10.135,10.95,,10.6772,10.461395,95133800,,6750008,8975000,4890,12827,1727654400,1730332800,0.0005,0.23120001,0.67335,0.1,0.0007,8983350,-0.26,,,1506416,0.28,,,,0.065024614,0.19995654,,,NGM,EQUITY,GLAC,America/New_York,10.81,,,,,,none,,1200,,,,0.002,0.247,,,,-0.01332,,,-1157684,-1644115,,,,,,
PED,PEDEVCO Corp.,Oil & Gas E&P,Energy,15,,,,,,4,,,,,,0.603,39,11.142857,92345,92345,127301,144910,69806328,0.65,1.1,2.0531876,0.80962,0.901555,72792392,0.01124,25883799,89495296,12908,25919,1727654400,1730332800,0.0001,0.71027,0.02636,0.12,0.0005,89495296,1.132,0.6890459,0.703,382000,0.02,0.08,2.141,4.203,0.08635092,0.19995654,,,ASE,EQUITY,PED,America/New_York,0.78,2.15,1.5,1.8,1.75,,none,3,6132000,0.069,17319000,273000,2.879,2.939,33999000,0.265,0.386,0.02398,0.00375,23385000,-8052500,15402000,0.659,0.382,0.68781,0.5094,0.22334999,
ANSC,Agriculture & Natural Solutions Acquisition Corporation,Shell Companies,Financial Services,,,,,,,2,,,,,,,39.037037,,364,364,59308,8760,454537504,10.12,10.6,,10.47838,10.35354,,,31524806,34500000,1236,4418,1727654400,1730332800,,,0.83099,0.01,0.0001,43125000,-0.281,,,7685318,0.27,,,,0.039447784,0.19995654,,,NGM,EQUITY,ANSC,America/New_York,10.54,,,,,,none,,,,,,,0.813,,,,,,,,-1604331,,,,,,
ZD,"Ziff Davis, Inc.",Advertising Agencies,Communication Services,4200,1,1,2,1,1,2,,,1558051200,,1.75,1.239,39.08209,7.1585374,245885,245885,404545,286450,2238361856,37.76,70.02,1.623472,55.5324,51.63715,2740381696,0.045250002,42084380,42741300,2442792,2522688,1734048000,1736899200,0.0572,0.03207,1.13514,4.94,0.077800006,43100400,40.999,1.2773482,,62380000,1.34,7.47,1.988,6.486,-0.23569763,0.19995654,0.395652,1558051200,NMS,EQUITY,ZD,America/New_York,52.37,95,58,73.42857,70,,none,7,386121984,9.034,422496992,888140992,1.284,1.425,1378749952,50.684,30.464,0.03692,0.03508,1177234944,318471360,324200992,,0.037,0.85384005,0.30642998,0.15829,
FGL,Founder Group Limited,,,,,,,,,4,,,,,,,39.75,,91546,91546,711370,129410,26905344,1.25,5.26,,2.021,2.2294796,,,,,,,,,,,,,,,,,,,,,,,,,,,NCM,EQUITY,FGL,America/New_York,1.59,,,,,,none,,,,,,,,,,,,,,,,,,,,,
PKE,Park Aerospace Corp.,Aerospace & Defense,Industrials,123,9,6,6,3,5,2,0.5,0.035099998,1735862400,1.4706,3.2,0.4,39.833332,28.117647,51940,51940,56823,55610,285727360,11.96,16.96,4.8716536,14.6872,13.96255,212451296,0.118190005,18681842,19925200,196700,191758,1732838400,1735603200,0.0099,0.09285,0.79843,3.69,0.0109,20536600,5.575,2.5721974,0.183,6932000,0.36,0.51,3.622,19.509,-0.0317353,0.19995654,0.125,1735862400,NYQ,EQUITY,PKE,America/New_York,14.34,,,,,,none,,71984000,3.606,10890000,379000,8.12,9.112,58651000,0.344,2.898,0.04535,0.062179998,16478000,10167125,8076000,0.16,0.339,0.28094998,0.18566999,0.15662,
JOE,The St. Joe Company,Real Estate - Diversified,Real Estate,810,6,7,6,1,4,2,0.56,0.012,1730937600,0.42740002,1.05,1.268,40.025642,425.7273,213508,213508,268983,195630,2734755072,42.94,64.69,7.1006594,47.2506,54.40855,3292252160,0.17774001,56299284,58397500,839759,690415,1734048000,1736899200,0.014400001,0.0047,0.8659,2.84,0.0235,58397500,12.268,3.8172483,-0.133,68454000,1.17,0.11,8.548,24.811,-0.17217606,0.19995654,0.14,1730937600,NYQ,EQUITY,JOE,America/New_York,46.83,,,,,,none,,82745000,1.417,132693000,627041984,2.59,2.963,385140992,85.943,6.603,0.03529,0.09318,158008000,54617000,89715000,-0.125,-0.023,0.41026002,0.34453,0.21484,
TATT,TAT Technologies Ltd.,Aerospace & Defense,Industrials,540,,,,,,2,,,1496620800,,,0.884,40.246574,24.28099,24630,24630,54055,72440,328192224,10.51,33.37,2.479074,26.8266,18.555,232192800,0.05489,7436034,10940400,18075,23397,1727654400,1730332800,0.0017,,0.5182,1.44,0.0032,11170600,8.976,3.2731729,0.774,7266000,0.73,,1.754,16.977,1.3152089,0.19995654,0.34,1496793600,NGM,EQUITY,TATT,America/New_York,29.38,30,30,30,30,,none,1,8058000,0.794,13677000,29095000,0.91,2.598,132385000,30.391,13.671,0.03695,0.08364,27833000,-16642000,-9611000,0.667,0.363,0.21024,0.103310004,0.07485,
BFIN,BankFinancial Corporation,Banks - Regional,Financial Services,198,,,,,,2,0.4,0.030199999,1731628800,0.63490003,4.12,0.453,40.393936,13.742268,27301,27301,17256,25680,166101136,9.6,13.97,3.056251,12.7998,11.5858,43297768,0.14565,8191027,12460700,133446,26376,1734048000,1736899200,0.0107,0.046290003,0.59876,6.93,0.012300001,12460700,12.769,1.0439345,-0.159,7916000,0.33,0.78,0.797,,0.30558276,0.19995654,0.1,1731628800,NMS,EQUITY,BFIN,America/New_York,13.33,13.5,12,12.75,12.75,,none,2,160283008,12.863,,38726000,,,54348000,,4.355,0.00542,0.0506,54348000,,7301000,-0.151,-0.1,,,0.21566999,
AMBI,Ambipar Emergency Response,Waste Management,Industrials,7089,,,,,,2,,,,,,0.586,40.538464,,112,112,10388,4130,318586240,3.07,8.2,0.11373238,5.16098,4.833635,2487662336,0.02626,13747157,16195100,5630,9194,1734048000,1736899200,0.0001,0.84261,0.04577,0.47,0.007900001,39234700,19.359,0.2722248,1.253,73564000,0.13,,0.888,4.016,-0.12166667,0.19995654,,,ASE,EQUITY,AMBI,America/New_York,5.27,10.416997,10.416997,10.416997,10.416997,,none,1,549513024,9.914,619377984,2413750016,2.087,2.29,2801191936,144.135,133.296,0.071040004,0.11217,527896992,118575872,250246000,1.422,0.21,0.18845,0.22111,0.1675,
FPI,Farmland Partners Inc.,REIT - Specialty,Real Estate,25,8,9,6,9,8,2,0.24,0.020299999,1735776000,0.8276,2.07,0.695,40.689655,98.333336,151942,151942,335438,199480,582636800,9.7,12.85,9.965566,11.9316,11.21065,1061643328,0.31612,43145012,48172600,3483226,3511283,1734048000,1736899200,0.0723,0.10265,0.61681,8.18,0.0799,49376000,10.599,1.1133126,-0.574,15348000,0.29,0.09,18.159,31.747,0.03327501,0.19995654,0.06,1735776000,NYQ,EQUITY,FPI,America/New_York,11.8,13,11.5,12.5,13,,none,3,8897000,0.186,33441000,392486016,0.462,1.004,58465000,63.239,1.224,0.01641,0.030299999,45886000,11901250,8683000,-0.714,0.147,0.78485,0.57198,0.39257,
RLGT,"Radiant Logistics, Inc.",Integrated Freight & Logistics,Industrials,909,10,5,4,1,5,2,,,,,,0.836,40.705883,13.307693,55820,55820,102800,98320,324654560,4.83,7.78,0.40824828,6.9624,6.24085,363537216,0.01061,43587070,46915400,578065,514122,1734048000,1736899200,0.012300001,0.24169001,0.58643,5.43,0.0162,46915400,4.637,1.4923441,0.288,8439000,0.17,0.71,0.457,13.071,0.13071895,0.19995654,,,ASE,EQUITY,RLGT,America/New_York,6.92,10,9,9.33333,9,,none,3,10448000,0.228,27812000,56441000,1.321,1.452,795238016,26.562,16.955,0.01566,0.0418,155044992,-2565125,9574000,0.4,-0.034,0.19497,0.03497,0.01967,
CPRT,"Copart, Inc.",Specialty Business Services,Industrials,13086,10,10,9,2,9,2,,,,,,1.271,40.706295,32.89946,2962458,2962458,3841530,3064850,56086962176,48.05,64.38,13.237976,59.0748,54.75195,51532169216,0.32171002,882014820,963528000,12336020,11752719,1727654400,1730332800,0.0128,0.08693,0.84995,3.03,0.015800001,979750016,7.813,7.4504027,-0.073,1363020032,1.43,1.74,12.163,29.374,0.15312994,0.19995654,,1402444800,NMS,EQUITY,CPRT,America/New_York,58.21,66,56,61.0625,61,,none,8,3422158080,3.553,1754322944,118733000,5.742,7.029,4236823040,1.573,4.41,0.12967,0.20129,1939203968,736320384,1472563968,-0.083,0.072,0.4577,0.41407,0.33633998,3.2532
PERF,Perfect Corp.,Software - Application,Technology,321,,,,,,4,,,,,,0.269,41,16.141731,134849,134849,188161,127490,208790448,1.702,3.768,3.572426,2.4038,2.121225,45102000,0.091129996,25925654,85060000,80528,83005,1734048000,1736899200,0.0008,0.67398,0.07582,0.29,0.002,101849000,1.437,1.426583,-0.282,5326000,0.05,0.05,0.772,-12.452,-0.17004049,0.19995654,,,NYQ,EQUITY,PERF,America/New_York,2.05,5,3.1,4.03333,4,,none,3,163176992,1.611,-3622000,655000,5.384,5.456,58445000,0.45,0.557,-0.01224,0.03198,46656000,5969250,12896000,-0.167,0.108,0.79829,-0.06197,-0.00477,0.2736
ZJYL,Jin Medical International Ltd.,Medical Instruments & Supplies,Healthcare,245,,,,,,4,,,,,,,41.105,,121868,121868,368043,125480,128697296,0.701,11.385,6.3948383,0.87194,2.29696,123198800,0.1444,37824910,156547008,1335401,883204,1732838400,1735603200,0.0085,0.75838,0.01145,2.75,0.027,156547008,0.168,4.893452,0.016,2905977,0.02,,6.122,48.19,-0.90108305,0.19995654,,,NCM,EQUITY,ZJYL,America/New_York,0.8221,,,,,,none,,25988004,0.166,2556525,9949138,2.127,2.575,20125184,38.039,0.129,0.040260002,0.11333,7129490,3120112,412907,-0.122,0.03,0.35426,0.12703,0.11644,
IRMD,IRADIMED CORPORATION,Medical Devices,Healthcare,148,7,10,6,4,7,2,0.6,0.01,1731628800,0.3082,,0.799,41.19863,34.37143,31970,31970,41325,38390,762305024,40.18,63.29,10.690746,56.5073,49.037724,710850496,0.26123,7106505,12673400,148736,104951,1734048000,1736899200,0.0117,0.3738,0.57819,3.51,0.0186,12673400,6.585,9.134397,-0.003,18626934,1.46,1.75,9.969,32.089,0.31878972,0.19995654,0.15,1731628800,NGM,EQUITY,IRMD,America/New_York,60.15,70,60,65,65,,none,2,51721052,4.081,22152508,264075,7.7,9.213,71305128,0.317,5.635,0.14674,0.23577999,55001960,13143732,23549874,-0.004,0.11,0.77136004,0.31067,0.3159,
RITR,Reitar Logtech Holdings Limited,Engineering & Construction,Industrials,52,,,,,,4,,,,,,,41.25,,23126,23126,169288,205390,206064544,2.35,8.75,0.81778175,3.8042,4.677722,286654080,0.07842,13551600,42443800,24231,25144,1734048000,1736899200,0.0004,0.66771007,0.00064,0.51,0.0017,62443800,1.638,2.014652,,19759446,0.08,,1.138,9.375,-0.20481926,0.19995654,,,NCM,EQUITY,RITR,America/New_York,3.3,,,,,,none,,6390861,0.107,30576588,46078272,1.071,1.316,251979872,46.99,4.2,0.0789,0.22243,64059264,-64173184,-18736428,,,0.25422,0.121350005,0.092659995,
ARKO,Arko Corp.,Specialty Retail,Consumer Cyclical,13481,6,6,8,5,6,2,0.12,0.0182,1731974400,0.75,,0.463,41.3125,Infinity,220149,220149,309601,376730,765246336,4.09,8.39,0.08528309,6.8604,6.363725,3170623488,0.0027,48064778,115771000,2500437,2754324,1734048000,1736899200,0.0216,0.29697,0.6362,8.51,0.0429,115771000,2.419,2.7325342,-0.549,18467000,0.16,0.19,0.353,12.942,-0.20933014,0.19995654,0.03,1731974400,NCM,EQUITY,ARKO,America/New_York,6.61,11,6,7.9375,7.375,,none,4,296828992,2.564,244982000,2602203904,0.865,1.627,8973012992,684.782,77.121,0.01879,0.0633,2464443904,87984128,256416992,-0.585,-0.131,0.27465,0.0273,0.020450002,
BGC,"BGC Group, Inc.",Capital Markets,Financial Services,3856,2,10,10,10,10,2,0.08,0.0084,1732147200,0.2609,3.16,1.486,41.52174,9.009435,2856675,2856675,3021206,2450020,4650668544,6.7,11.79,2.1940851,9.3324,9.22325,5564646912,0.05743,349494449,370428000,13471857,16821804,1734048000,1736899200,0.028099999,0.05505,0.7889,4.52,0.044299997,486980992,1.774,5.3833146,-0.135,115688000,0.23,1.06,2.625,,0.2716378,0.19995654,0.02,1732147200,NMS,EQUITY,BGC,America/New_York,9.55,12,12,12,12,,none,1,794526016,1.656,,1594905984,1.424,1.424,2119639040,152.907,4.49,0.02942,0.12765999,1899539968,,236964000,-0.114,0.16,0.89615995,,0.03447,
INTJ,Intelligent Group Limited,Consulting Services,Industrials,17,,,,,,4,,,,,,,41.525,,9491,9491,127571,60210,9654563,0.72,7.87,0.52714944,0.90418,0.97483,-2748649,0.32391998,4120463,11625000,134114,7484,1734048000,1736899200,0.0115,0.77458,0.00292,0.55,0.0512,15071600,1.306,0.63591117,,5932479,0.02,,-0.15,-0.389,-0.7481818,0.19995654,,,NCM,EQUITY,INTJ,America/New_York,0.8305,,,,,,none,,25296812,1.927,7061311,11647823,2.156,2.161,18314660,67.944,1.685,0.1461,0.35617,16372654,,,,,0.89396006,0.38556,0.43117002,
ABM,ABM Industries Incorporated,Specialty Business Services,Industrials,123000,6,1,1,4,2,2,1.06,0.019299999,1735776000,0.3698,1.86,1.132,41.625,12.996897,202204,202204,338463,302780,3314196992,39.64,59.78,0.40051204,53.5822,52.06165,4820967936,0.01884,62017671,62203400,1021243,1100353,1730332800,1732838400,0.0163,0.01387,0.94389,3.39,0.023599999,62203400,29.227,1.8229719,-0.952,155900000,1.28,3.66,0.583,13.016,0.29761326,0.19995654,0.265,1735776000,NYQ,EQUITY,ABM,America/New_York,53.28,68,55,58.83333,56,,none,6,86300000,1.374,370400000,1459399936,1.253,1.383,8274899968,79.531,129.802,0.03265,0.08438,1117799936,257587504,335500000,-0.952,0.033,0.13508001,0.04476,0.017860001,
DIOD,Diodes Incorporated,Semiconductors,Technology,7980,8,4,2,3,3,2,,,,,,1.32,41.848484,26.783031,349961,349961,397568,388390,2559429376,52.71,86.74,1.9771247,61.8486,66.73,2401510400,0.04718,45219503,46332900,2751822,2649534,1734048000,1736899200,0.0594,0.02781,1.03214,6.83,0.0849,46332900,39.101,1.4127516,-0.718,61075000,1.32,2.63,1.855,12.275,-0.21164548,0.19995654,,,NMS,EQUITY,DIOD,America/New_York,55.24,74,63,69.66667,72,,none,3,319327008,6.892,195647008,89684000,1.923,3.579,1294520960,4.762,28.075,0.015520001,0.03609,437454016,-18712376,76005000,-0.717,-0.135,0.33793,0.15113,0.06026,
HSPO,Horizon Space Acquisition I Corp.,Shell Companies,Financial Services,,,,,,,2,,,,,,,41.92857,,1451,1451,16095,4090,91952256,10.8,12.41,,11.495,11.2048,89344128,,4495400,7832390,192,2313,1727654400,1730332800,,0.28562,0.76212,0.01,,7842820,-0.293,,-0.169,2817702,0.28,,,,0.08402586,0.19995654,,,NCM,EQUITY,HSPO,America/New_York,11.74,,,,,,none,,21876,0.003,,860000,0.025,0.094,,,,,,,,-652752,-0.023,,,,,
WPP,WPP plc,Advertising Agencies,Communication Services,111000,,,,,,2,2.51,0.0517,1728604800,2.1438,4.22,1.098,41.931034,15.829263,128359,128359,187938,186590,10620933120,43.02,57.37,0.71517587,50.3312,49.8391,58162999296,0.0137,1072602750,215662000,345455,355977,1734048000,1736899200,0.0016,0.00079,0.10566,1.78,0.0016,220876000,3.253,14.952352,0.83,203400000,1.16,5.65,3.916,63.887,-0.011181116,0.19995654,0.954,1728604800,NYQ,EQUITY,WPP,America/New_York,48.64,52,42,47,47,,none,2,2128000000,1.98,910400000,7542000128,0.892,0.892,14850799616,190.551,13.826,0.01525,0.07334,2495000064,551400000,1143200000,0.825,0.001,0.168,0.061300002,0.058530003,
GWRS,"Global Water Resources, Inc.",Utilities - Regulated Water,Utilities,106,8,9,4,5,6,2,0.3,0.026800001,1739491200,1.1137,2.25,0.962,41.96296,38.40678,28151,28151,31796,31090,274430720,11.05,13.98,5.29697,12.0096,12.40155,382769024,0.12525,11342019,24221600,88439,101395,1734048000,1736899200,0.0037,0.52477,0.27758,2.24,0.0077,24221600,2.016,5.6200395,0.11,6489000,0.27,0.29,7.388,17.832,-0.11415166,0.19995654,0.025,1737072000,NGM,EQUITY,GWRS,America/New_York,11.33,18,15.6,16.8,16.8,,none,2,18145000,0.749,21465000,126483000,1.474,1.625,51809000,258.969,2.145,0.01594,0.13254,38484000,-7559000,18527000,0.101,-0.015,0.74281,0.41431,0.27819002,2.5605
KLC,"KinderCare Learning Companies, Inc.",Education & Training Services,Consumer Defensive,43560,,,,,,2,,,,,,,42.183674,27.986135,328470,328470,693553,561010,2438357248,17.05,29.89,0.94251806,19.9268,22.70759,20140539904,0.02228,155904268,117966000,1137641,,,1730332800,0.010299999,0.04528,0.6902,0.94,0.044099998,,0.67,30.850746,-0.626,57647000,0.49,0.64,7.785,85.193,-0.20895523,0.19995654,,,NYQ,EQUITY,KLC,America/New_York,20.67,38,28,31.28571,31,,none,7,103066000,0.136,236410000,2988183040,0.487,0.567,2587066880,1258.962,3.418,,,559795008,,136450000,-0.607,0.061,0.21638,0.09137999,0.060310002,
CDRE,"Cadre Holdings, Inc.",Aerospace & Defense,Industrials,2435,7,10,9,6,8,2,0.38,0.0107,1738281600,0.4127,,1.301,42.650604,24.871254,159078,159078,295140,192650,1437523200,29.185,40.28,2.7850342,35.1934,34.9194,1567185792,0.063439995,23263098,40608000,1813806,1675463,1734048000,1736899200,0.044699997,0.36973,0.70317,5.73,0.0876,40608000,7.395,4.7870183,-0.669,32744000,0.83,1.34,3.036,20.355,-0.001692057,0.19995654,0.095,1738281600,NYQ,EQUITY,CDRE,America/New_York,35.4,48,40,43.66667,44,,none,6,95439000,2.35,76994000,225102000,1.734,3.007,516160000,74.964,13.171,0.0739,0.13357,209903008,29453250,35015000,-0.69,-0.126,0.40666,0.14917,0.068390004,
EVGR,Evergreen Corporation,Shell Companies,Financial Services,,,,,,,2,,,,,,,42.964283,,2033,2033,11385,17600,97099664,11.26,12.21,,11.88804,11.65663,102099328,,3318418,5196460,22627,1927,1734048000,1736899200,0.0028,,0.85600996,1.31,0.0044,8071460,-1.194,,-0.511,2784624,0.28,,,,0.06743562,0.19995654,,,NGM,EQUITY,EVGR,America/New_York,12.03,,,,,,none,,50798,0.006,,5050500,0.009,0.012,,,,-0.0101,,,-245357,-657938,-0.218,,,,,
CAPL,CrossAmerica Partners LP,Oil & Gas Refining & Marketing,Energy,,,,,,,2,2.1,0.0933,1738540800,4.0385,11.04,1.458,43.269234,102.27273,11173,11173,37650,46770,856050752,18.43,23.6,0.22195652,21.9278,20.84355,1793547520,0.00579,18107180,38046700,137512,120680,1734048000,1736899200,0.0036,0.53116,0.23934,4.57,0.0076,38046700,-1.552,,-0.129,19781000,0.52,0.22,0.465,11.717,0.009421229,0.19995654,0.525,1738540800,NYQ,EQUITY,CAPL,America/New_York,22.5,,,,,,none,,9970000,0.262,153066000,919123968,0.246,0.728,3856839936,,101.473,0.04101,2.3996801,399380992,49667500,114766000,-0.134,-0.124,0.103549995,0.039690003,0.02257,
LXFR,Luxfer Holdings PLC,Specialty Industrial Machinery,Industrials,1300,8,3,2,1,2,2,0.52,0.037,1737936000,1.625,3.62,0.88,43.90625,13.380953,136963,136963,121483,127460,376326432,7.55,15.64,0.97899693,13.6926,12.48305,458427104,0.023670001,25991481,26784800,145051,224208,1734048000,1736899200,0.0054,0.01164,0.93223,1.15,0.0082,26937400,8.404,1.6718229,,8500000,0.32,1.05,1.193,11.576,0.7345679,0.19995654,0.13,1737936000,NYQ,EQUITY,LXFR,America/New_York,14.05,17,17,17,17,,none,1,3500000,0.131,39600000,85600000,0.791,2.175,384400000,38.028,14.329,0.045760002,0.03949,79500000,22787500,41600000,,0.021,0.20682,0.10302,0.10362001,1.9116
NTWK,"NetSol Technologies, Inc.",Software - Application,Technology,1569,,,,,,4,,,,,,1.068,44.166668,6.9736843,18274,18274,24233,16780,30408222,2.19,3.34,0.49530363,2.6686,2.73895,26042758,0.01114,9021945,11474800,14626,8456,1727654400,1730332800,0.0013,0.21561001,0.22612,0.64,0.0015,11474800,3.05,0.8688525,,683873,0.06,0.38,0.424,4.993,0.15217388,0.19995654,,,NCM,EQUITY,NTWK,America/New_York,2.65,,,,,,none,,19127164,1.673,5215355,7668847,1.89,1.988,61393092,19.399,5.395,0.03563,0.05446,29284870,3220286,2909388,,0.193,0.47701,0.08495,0.04853,
OSW,OneSpaWorld Holdings Limited,Leisure,Consumer Cyclical,5024,8,9,6,6,7,2,0.16,0.0074,1732060800,0.081599995,,2.13,44.285713,21.656689,433961,433961,528578,639700,2256409600,11.98,22.29,2.5857902,20.0194,17.009375,2320828160,0.05864,78175704,103982000,1547720,1202803,1734048000,1736899200,0.0149,0.09474,0.9735,3.09,0.018099999,103982000,5.194,4.177898,-0.079,51172000,0.49,1.01,2.66,23.227,0.46029615,0.19995654,0.04,1724198400,NCM,EQUITY,OSW,America/New_York,21.7,25,20,22.25,22,,none,4,49180000,0.473,99921000,113600000,1.161,1.837,872619008,21.032,8.475,0.06582,0.10357001,109596000,65266752,79286000,0.266,0.118,0.12559,0.11451,0.10349,
IR,Ingersoll Rand Inc.,Specialty Industrial Machinery,Industrials,18000,3,5,7,5,5,2,0.08,0.0009,1731542400,0.039,,1.422,44.365852,26.265858,2358293,2358293,2048886,2129300,36653940736,83.72,106.03,5.120839,95.1392,94.6491,40227078144,0.11715999,401738905,403012000,9375155,9156594,1734048000,1736899200,0.0233,0.00325,1.0124,4.17,0.026300002,403012000,25.455,3.5729718,0.064,838600000,2.05,3.54,5.62,21.16,0.06411612,0.19995654,0.02,1731542400,NYQ,EQUITY,IR,America/New_York,90.95,120,80,104.32312,105,,none,16,1376999936,3.417,1901100032,4883500032,1.606,2.36,7157799936,47.256,17.725,0.053400002,0.08479,3135800064,996287488,1451900032,0.059,0.07,0.4381,0.2656,0.20698999,1.312
HLXB,Helix Acquisition Corp. II,Shell Companies,Financial Services,,,,,,,2,,,,,,,44.999584,,104,104,7901,860,253894848,10.12,11.59,,10.64006,10.427635,246910720,,12758569,18909000,5644,5670,1727654400,1730332800,0.0002,0.05817,0.86591005,0.46,,23509000,-0.016,,,-41692,0.24,,,,0.023696661,0.19995654,,,NGM,EQUITY,HLXB,America/New_York,10.7999,,,,,,none,,1814499,0.077,,,,,,,,-0.10915,,,,,,,,,,
EXLS,"ExlService Holdings, Inc.",Information Technology Services,Technology,57000,1,4,2,4,2,2,,,,,,0.992,45.087723,27.127304,701933,701933,845871,874580,8269335040,28.16,52.43,4.669292,46.9696,38.0912,8369114112,0.10609999,156229717,160882000,4087225,4545056,1734048000,1736899200,0.0254,0.031659998,0.98176,4.78,0.0353,160882000,5.641,9.11186,0.209,187908000,1.14,1.89,4.726,29.127,0.6559278,0.19995654,,,NMS,EQUITY,EXLS,America/New_York,51.4,57,47,50,50,,none,7,325750016,2.025,287334016,425507008,2.718,3.02,1771004032,46.885,10.818,0.1024,0.21309,659457024,145382752,242216992,0.261,0.149,0.37236,0.16224001,0.14718,1.8623
HOUR,"Hour Loop, Inc.",Internet Retail,Consumer Cyclical,178,,,,,,4,,,,,,,45.399998,45.399998,54793,54793,1915435,718030,79775744,0.83,6.9,0.5566496,2.01182,1.40988,83563488,0.01238,1738898,35143500,72083,28023,1734048000,1736899200,0.0021,0.95092005,0.00056,0.01,0.040999997,35917500,0.19,11.947369,,1774585,0.05,0.05,0.583,30.151,0.74615383,0.19995654,,,NCM,EQUITY,HOUR,America/New_York,2.27,,,,,,none,,1194239,0.034,2771456,4982075,0.081,1.466,143314112,74.482,4.082,0.05489,0.30818,77328368,41298,492978,,0.066,0.53957003,0.019340001,0.02323,
CURV,Torrid Holdings Inc.,Apparel Retail,Consumer Cyclical,1820,5,10,6,6,8,2,,,,,,1.96,45.785713,25.64,209597,209597,491656,405220,671492352,2.18,9.14,0.5924814,5.3304,5.6645,899759424,0.01207,21067943,104757000,506792,623148,1728950400,1731628800,0.0048,0.09944,0.82081,1.31,0.040700004,104757000,-2.032,,0.256,13682000,0.14,0.29,0.794,9.918,0.2871486,0.19995654,,,NYQ,EQUITY,CURV,America/New_York,6.41,7,4,5,4.5,,none,4,53940000,0.515,90718000,474264000,0.232,0.884,1133356032,,10.872,0.0752,,418337984,107176624,79523000,0.328,-0.016,0.36911,0.08004,0.07172,
ELMD,"Electromed, Inc.",Medical Devices,Healthcare,174,,,,,,2,,,,,,0.264,45.902775,54.180325,124686,124686,105585,82900,279536896,10.05,35.56,5.1088696,31.0964,21.4145,224082496,0.094119996,6402647,8458000,145275,105899,1727654400,1730332800,0.0173,0.2777,0.36069,2.66,0.0194,8777900,5.157,6.4087644,0.77,5150000,0.72,0.61,4.095,30.192,2.2885573,0.19995654,,,ASE,EQUITY,ELMD,America/New_York,33.05,33,33,33,33,,none,1,16080000,1.861,7422000,87000,5.228,5.754,54716000,0.195,6.39,0.083909996,0.12529,41726000,8197125,9067000,0.809,0.09,0.76259005,0.13565,0.15743,
LGND,Ligand Pharmaceuticals Incorporated,Biotechnology,Healthcare,58,9,5,4,5,5,2,,,1278028800,,,0.896,46.261044,18.769758,68485,68485,111190,66640,2176561152,67.72,129.9,14.279836,115.4632,101.46785,1964272000,0.29683,18519355,18895400,911388,812821,1734048000,1736899200,0.0482,0.01982,0.9967,7.07,0.066700004,18895400,44.839,2.568969,,45244000,2.49,5.98,12.887,37.325,0.5228715,0.19995654,9.357455,1175558400,NGM,EQUITY,LGND,America/New_York,115.19,160,125,144,142,,none,8,219643008,11.624,52626000,7357000,10.834,12.489,152422000,0.875,8.509,0.01303,0.059959996,120056000,16959876,76641000,,0.576,0.78766,0.34527,0.21144,
